식품명,식품대분류명,에너지(kcal),탄수화물(g),단백질(g),지방(g),당류(g),식품중량
꽃게콩나물찜,요리,52,5.1,5.86,1.34,0.91,800ml
꽈리고추찜,요리,41,7.51,1.48,0.76,0.92,100ml
낙지찜,요리,74,3.81,5.47,4.31,0.89,600ml
단호박찜,요리,41,10.04,0.93,0.16,3.63,90ml
대구볼찜,요리,45,5.37,4.23,1.23,1.09,640ml
돼지갈비찜_배추김치,요리,89,5.36,5.86,4.89,2.21,450ml
복찜,요리,36,4.11,3.55,0.92,0.87,510ml
소갈비찜,요리,111,6.45,5.38,7.08,2.92,750ml
소갈비찜_해물,요리,137,8.65,11.41,6.11,0.7,1120m
해물콩나물찜,요리,51,3.83,7.04,1.11,0.74,850ml
홍어찜,요리,41,1.49,7.2,0.54,0.29,250ml
황태콩나물찜,요리,82,6.92,10.17,1.99,1.74,650ml
가자미구이,요리,108,1.26,11.89,5.73,0.0,190ml
갈치구이,요리,147,0.88,12.65,9.81,0.0,140ml
고등어구이,요리,142,2.69,9.51,9.99,0.0,170ml
굴비구이,요리,122,0.98,11.83,7.4,0.0,75ml
꽁치구이,요리,80,0.79,9.39,3.97,0.0,205ml
닭구이,요리,76,3.01,7.07,3.77,1.98,270ml
더덕구이,요리,108,22.34,1.86,2.14,6.76,180ml
돼지갈비구이_간장,요리,129,6.56,7.96,7.78,3.35,180ml
삼치구이,요리,64,0.47,9.55,2.38,0.0,380ml
소내장구이,요리,92,0.75,6.75,6.53,0.1,260ml
소불고기_버섯,요리,97,6.58,6.07,5.35,2.37,480ml
오리고기로스,요리,174,0.5,11.76,13.5,0.28,330ml
옥돔구이,요리,39,0.11,4.91,1.92,0.0,230ml
옥수수구이,요리,148,15.41,1.43,9.01,4.0,90ml
옥수수구이_치즈,요리,140,13.6,4.4,7.41,3.53,70ml
장어구이_고추장,요리,134,4.82,10.05,8.25,1.88,190ml
장어구이_소금,요리,137,0.23,9.94,10.37,0.0,185ml
전어구이,요리,33,0.06,5.86,0.82,0.0,360ml
황태구이_양념,요리,144,5.91,20.64,3.78,2.33,170ml
감자전,요리,93,13.75,1.98,3.24,0.38,150ml
굴전,요리,123,9.54,6.25,6.27,0.74,200ml
김치전,요리,122,19.35,3.03,3.1,1.1,180ml
녹두빈대떡_돼지고기,요리,175,21.4,9.41,5.64,0.29,210ml
달걀부침(달걀후라이),요리,156,2.76,9.95,11.07,0.18,85ml
동태전,요리,109,5.08,9.74,4.99,0.11,190ml
부추전,요리,142,21.35,3.48,4.23,1.16,150ml
새송이버섯전,요리,63,5.89,3.16,3.73,0.17,95ml
어육소시지전,요리,177,12.73,8.23,10.14,2.04,80ml
장떡,요리,197,27.28,3.67,7.64,2.26,70ml
채소전,요리,154,21.39,3.38,5.63,1.21,110ml
파래전,요리,197,31.77,4.74,5.03,0.83,40ml
호박전,요리,84,6.78,2.18,5.27,1.16,70ml
가지볶음_가지,요리,35,3.36,0.9,2.17,1.55,60ml
가지볶음_가지_고추,요리,27,3.36,0.91,1.27,1.65,60ml
가지볶음_가지_당근,요리,37,4.56,0.93,1.94,2.21,75ml
감자볶음_감자,요리,52,8.95,1.23,1.31,0.19,95ml
감자볶음_감자_당근,요리,47,7.79,1.08,1.36,0.42,90ml
건새우볶음_건새우,요리,120,4.96,15.53,3.87,1.35,60ml
건새우볶음_건새우_꽈리고추,요리,71,5.65,7.11,2.3,1.46,75ml
건표고버섯볶음_건표고버섯,요리,37,7.51,2.03,1.99,0.66,80ml
고추잡채,요리,67,4.21,4.18,3.91,1.49,400ml
김치볶음_김치,요리,34,3.76,0.98,1.62,1.97,80ml
느타리버섯볶음_느타리버섯,요리,21,2.36,1.25,1.42,0.5,90ml
느타리버섯볶음_느타리버섯_채소,요리,20,2.87,1.32,1.1,0.78,100ml
닭모래집볶음,요리,72,3.82,8.19,2.28,1.35,200ml
돼지고기볶음_돼지고기,요리,134,6.43,9.53,7.88,2.85,400ml
돼지고기볶음_돼지고기_버섯,요리,102,6.51,8.41,4.87,2.95,460ml
돼지고기볶음_돼지고기_오징어,요리,136,6.89,8.77,8.22,2.9,410ml
돼지고기볶음_돼지고기_채소,요리,106,5.65,7.77,5.85,2.69,430ml
두부김치_돼지고기,요리,84,4.06,6.76,4.44,1.34,430ml
멸치볶음_꽈리고추,요리,79,5.59,8.03,2.74,1.46,90ml
멸치볶음(멸치만),요리,114,5.15,14.9,3.41,1.72,80ml
미역줄기볶음_미역줄기,요리,39,3.14,1.23,3.12,0.34,70ml
새송이버섯볶음_새송이버섯,요리,25,3.46,1.52,1.61,0.28,55ml
새송이버섯볶음_새송이버섯_채소,요리,25,3.51,1.4,1.5,0.54,70ml
소시지볶음_채소,요리,134,6.15,7.01,8.95,2.13,100ml
순대볶음_곱창,요리,115,13.19,5.45,4.74,2.63,625ml
어묵볶음_어묵,요리,89,11.02,5.07,2.93,2.39,100ml
어묵볶음_어묵_채소,요리,80,9.87,4.23,2.76,2.36,100ml
오리볶음,요리,171,7.3,10.47,11.27,2.65,420ml
오징어볶음_채소,요리,88,7.23,10.06,2.16,3.38,330ml
오징어채볶음,요리,164,6.56,25.48,3.41,2.35,70ml
유산슬,요리,71,4.84,9.09,1.96,0.59,410ml
잔멸치볶음_잔멸치,요리,118,5.82,14.05,3.94,2.35,40ml
잔멸치볶음_잔멸치_견과류,요리,163,6.13,13.61,9.76,1.82,50ml
잔멸치볶음_잔멸치_꽈리고추,요리,64,3.1,7.65,2.23,0.89,70ml
주꾸미볶음_채소,요리,74,7.99,6.94,1.91,3.13,315ml
중식잡채,요리,83,13.58,2.3,2.24,1.13,450ml
쫄볶이,요리,150,29.37,4.7,1.41,3.97,630ml
파래볶음,요리,53,8.21,3.28,2.88,1.98,70ml
표고버섯볶음_표고버섯,요리,19,3.47,1.11,1.0,0.4,90ml
표고버섯볶음_표고버섯_채소,요리,22,3.76,1.12,1.19,0.75,90ml
호박볶음_호박,요리,27,3.53,0.84,1.32,1.62,70ml
호박볶음_호박_채소,요리,34,3.68,0.86,1.96,1.78,70ml
가자미조림,요리,62,4.41,7.9,1.37,1.51,280ml
갈치조림_무,요리,65,4.44,6.31,2.4,1.78,400ml
감자조림,요리,66,13.29,1.58,0.85,1.89,80ml
고등어조림_배추김치,요리,75,4.32,6.5,3.45,1.81,430ml
고추조림_멸치,요리,57,4.69,7.08,1.21,1.24,80ml
꽁치조림_채소,요리,72,4.75,8.85,1.9,1.7,190ml
달걀조림,요리,109,6.53,9.01,4.79,1.5,80ml
닭도리탕,요리,78,5.6,6.51,3.34,1.55,570ml
버섯조림,요리,33,6.83,2.04,0.74,1.55,60ml
연근조림,요리,71,14.28,1.54,1.04,2.71,40ml
장조림_메추리알,요리,96,5.61,6.62,4.94,1.08,75ml
고구마맛탕,요리,160,31.45,0.61,3.66,11.22,140ml
깐쇼새우,요리,150,14.7,7.9,6.28,5.31,330ml
생선까스_소스,요리,232,7.25,7.58,18.96,0.54,220ml
냉이나물,반찬,33,5.44,2.4,0.86,1.18,75ml
시래기나물_간장_소금,반찬,30,2.65,0.93,1.92,0.08,75ml
유채나물_간장_소금,반찬,22,2.4,2.1,0.89,0.31,70ml
유채나물_된장,반찬,30,3.65,2.79,0.97,0.7,80ml
청경채나물,반찬,14,1.59,1.06,0.58,0.23,100ml
톳나물_두부,반찬,30,2.55,2.67,1.6,0.18,140ml
간재미회무침,반찬,47,6.47,4.73,0.47,3.57,270ml
개고기무침,반찬,121,3.76,7.63,8.82,0.9,620ml
곤약무침_마요네즈,반찬,83,3.62,0.7,7.7,1.12,75ml
과일샐러드,반찬,75,6.74,0.38,5.49,4.79,150ml
김무침,반찬,83,12.69,7.92,4.04,2.15,100ml
더덕무침,반찬,65,14.72,1.29,0.65,4.26,70ml
돌나물,반찬,24,5.23,0.64,0.39,2.46,90ml
마늘장아찌무침,반찬,99,21.85,1.88,0.7,11.66,40ml
모자반무침,반찬,19,4.36,1.29,0.4,1.3,100ml
배추겉절이,반찬,23,4.52,1.26,0.39,2.22,160ml
북어채무침,반찬,149,7.22,23.17,2.65,2.24,90ml
샐러드_단호박,반찬,128,10.28,1.23,9.49,3.45,50ml
얼갈이겉절이,반찬,21,3.61,1.12,0.51,1.17,110ml
톳나물초무침,반찬,19,4.78,1.11,0.37,1.61,120ml
파래무침_파래,반찬,43,9.24,3.82,1.11,0.99,30ml
파래무침_파래_채소,반찬,43,9.7,3.64,0.95,1.31,30ml
풋마늘무침,반찬,38,8.05,1.31,0.82,3.77,70ml
곤드레밥_양념장,밥,87,17.09,2.09,0.97,0.18,300ml
기장밥,밥,118,25.77,2.22,0.16,0.02,190ml
보리밥,밥,118,25.69,2.26,0.17,0.02,190ml
볶음밥_배추김치_돼지고기,밥,116,20.24,3.68,1.98,0.97,260ml
볶음밥_배추김치_소고기,밥,118,20.55,3.45,2.05,0.82,250ml
비빔밥_소고기_양념장,밥,87,15.69,2.75,1.34,1.19,370ml
비빔밥_열무_양념장,밥,114,22.08,3.35,1.28,1.94,280ml
수수밥,밥,121,26.41,2.25,0.17,0.02,190ml
영양돌솥밥,밥,111,23.8,2.35,0.31,0.66,220ml
율무밥,밥,118,25.52,2.28,0.18,0.01,190ml
짜장밥,밥,134,25.26,4.0,1.54,1.96,270ml
차조밥,밥,119,25.77,2.21,0.2,0.03,190ml
콩나물밥_양념장,밥,110,20.65,3.39,1.29,0.31,240ml
현미밥_쌀,밥,120,26.21,2.18,0.21,0.02,190ml
흑미밥_찹쌀,밥,118,25.8,2.14,0.16,0.02,190ml
떡국_소고기,면,76,13.5,2.74,1.34,0.1,190ml
떡만두국_고기만두,면,61,9.69,2.46,1.43,0.17,250ml
만두국_고기만두,면,43,5.32,2.24,1.49,0.24,250ml
우동,면,52,9.54,1.56,0.65,0.19,410ml
자장면,면,105,19.22,3.77,1.15,1.48,460ml
잔치국수,면,67,12.19,2.35,0.83,0.62,400ml
쫄면,면,107,21.6,2.79,0.98,4.06,140ml
닭죽_채소,죽 및 스프,99,12.77,5.88,2.45,0.77,200ml
호박죽,죽 및 스프,71,16.08,1.39,0.28,5.61,150ml
갈비탕,국 및 찌개,39,2.71,2.19,2.13,0.26,260ml
김치국_김치_콩나물,국 및 찌개,10,1.38,0.94,0.27,0.38,180ml
달걀국,국 및 찌개,16,1.01,1.53,0.68,0.19,150ml
닭고기육개장,국 및 찌개,31,1.28,3.26,1.51,0.29,200ml
닭곰탕,국 및 찌개,48,2.73,4.6,1.98,0.4,160ml
된장국_근대,국 및 찌개,12,1.71,0.9,0.34,0.35,180ml
된장국_냉이_두부,국 및 찌개,20,2.0,1.82,0.63,0.43,200ml
된장국_미역,국 및 찌개,12,1.43,1.21,0.42,0.22,170ml
된장국_시금치,국 및 찌개,15,2.45,1.14,0.32,0.77,150ml
된장국_시래기,국 및 찌개,17,2.33,1.09,0.6,0.44,170ml
된장국_아욱,국 및 찌개,15,2.47,1.07,0.26,0.43,190ml
된장국_얼갈이배추,국 및 찌개,13,1.72,0.94,0.45,0.41,180ml
된장국_유부,국 및 찌개,22,1.5,1.46,1.23,0.4,170ml
된장국_호박잎,국 및 찌개,17,2.54,1.33,0.37,0.55,180ml
들깨국,국 및 찌개,14,1.42,0.58,0.76,0.33,190ml
미소된장국,국 및 찌개,23,2.12,1.85,0.92,0.38,130ml
미역국_바지락,국 및 찌개,8,1.11,0.9,0.16,0.04,190ml
미역국_소고기,국 및 찌개,23,1.28,1.69,1.38,0.02,190ml
북어국_콩나물,국 및 찌개,14,0.96,2.02,0.37,0.19,190ml
삼계탕,국 및 찌개,77,5.0,6.7,3.17,0.65,200ml
설렁탕,국 및 찌개,41,4.43,2.65,1.24,0.18,230ml
소고기육개장,국 및 찌개,26,1.38,2.07,1.46,0.32,200ml
어묵국(어묵탕)_고춧가루 제외,국 및 찌개,25,3.44,1.69,0.58,0.69,190ml
오징어국,국 및 찌개,22,1.41,3.39,0.35,0.44,190ml
콩나물국_콩나물,국 및 찌개,7,1.01,0.83,0.2,0.14,150ml
콩나물국_콩나물_소고기,국 및 찌개,29,1.53,2.31,1.63,0.33,180ml
감자탕,국 및 찌개,51,3.87,3.39,2.61,0.55,200ml
김치찌개_돼지고기,국 및 찌개,38,2.17,3.87,1.48,0.8,150ml
김치찌개_참치,국 및 찌개,37,2.16,4.78,1.01,0.73,150ml
꽃게탕,국 및 찌개,18,1.65,2.3,0.29,0.58,200ml
순두부찌개_배추김치_돼지고기,국 및 찌개,29,1.55,3.55,1.02,0.67,190ml
순두부찌개_해물,국 및 찌개,29,1.41,4.09,0.85,0.61,190ml
청국장찌개_배추김치,국 및 찌개,29,2.85,2.56,0.88,0.66,160ml
추어탕,국 및 찌개,30,2.28,3.09,1.05,0.41,160ml
콩비지찌개,국 및 찌개,39,4.46,3.02,1.06,0.69,150ml
김치찜_돼지고기,요리,82,3.17,5.8,5.0,1.36,170ml
깻잎찜,요리,60,9.07,2.98,1.87,2.26,30ml
달걀찜_당근,요리,64,2.13,5.53,3.41,0.61,100ml
달걀찜_두부,요리,75,2.49,6.56,4.01,0.66,90ml
닭찜_간장,요리,102,8.27,8.59,3.77,2.0,150ml
닭찜_매운양념,요리,98,8.33,8.1,3.55,2.44,150ml
돼지갈비찜_매운양념_채소,요리,136,7.5,9.44,7.59,2.98,130ml
돼지갈비찜_채소,요리,139,6.28,10.26,7.97,2.34,120ml
돼지갈비찜_채소_떡,요리,142,10.95,8.99,6.82,2.12,140ml
갈치구이,요리,127,4.3,9.83,7.36,0.0,80ml
감자구이,요리,76,10.05,1.23,3.48,1.1,110ml
고등어구이,요리,202,6.25,13.37,13.22,0.0,60ml
닭구이,요리,96,4.57,11.19,3.33,1.9,120ml
닭날개구이,요리,129,3.84,11.25,7.25,1.25,100ml
닭다리구이,요리,90,2.72,8.53,4.69,0.87,170ml
돼지갈비구이_간장,요리,128,4.62,9.02,7.88,2.65,150ml
돼지불고기_간장,요리,84,4.34,8.44,3.6,1.7,160ml
돼지불고기_고추장,요리,90,5.65,8.36,3.85,2.67,160ml
소불고기_버섯,요리,88,4.72,7.48,4.34,1.95,160ml
오리불고기,요리,75,5.92,9.2,1.63,2.4,150ml
김치전_해물,요리,96,10.88,4.32,3.5,1.01,120ml
달걀말이_채소,요리,181,4.35,11.53,12.41,1.06,50ml
파전_해물,요리,195,18.92,10.67,7.77,1.24,60ml
호박전,요리,142,12.25,3.53,8.53,1.61,50ml
감자볶음_감자_베이컨,요리,50,5.37,1.72,2.45,0.33,130ml
고추장볶음,요리,235,43.37,8.96,4.85,19.22,20ml
낙지볶음_채소,요리,67,8.11,5.42,1.59,2.6,140ml
느타리버섯볶음_느타리버섯_채소,요리,46,4.52,1.91,3.1,1.37,50ml
닭볶음(닭갈비)_매운양념,요리,132,13.78,10.95,3.74,3.93,120ml
돼지고기볶음_돼지고기_배추김치,요리,91,3.98,7.21,5.07,1.91,130ml
돼지고기볶음_돼지고기_버섯,요리,121,7.51,11.58,5.1,3.51,110ml
돼지고기볶음_돼지고기_오징어,요리,145,7.13,11.22,7.96,3.36,110ml
돼지고기볶음_돼지고기_채소,요리,117,6.51,11.47,5.04,3.07,110ml
떡볶이_간장,요리,168,30.93,4.81,2.93,1.99,80ml
떡볶이_고추장_어묵,요리,154,32.47,3.65,1.46,4.59,100ml
마늘쫑볶음_건새우,요리,64,6.55,3.16,2.97,2.6,60ml
소고기볶음_버섯,요리,72,3.97,6.2,3.53,1.25,180ml
소시지볶음_채소,요리,138,9.03,6.54,8.32,2.68,100ml
순대볶음,요리,101,12.3,3.16,4.53,2.36,130ml
어묵볶음_어묵_채소,요리,78,8.9,3.65,3.19,2.21,100ml
오징어볶음_채소,요리,81,8.08,7.84,1.92,2.62,130ml
잔멸치볶음_잔멸치_견과류,요리,120,7.24,7.04,7.14,2.34,50ml
잔멸치볶음_잔멸치_꽈리고추,요리,90,7.16,7.08,3.61,2.3,40ml
잡채_돼지고기,요리,93,14.87,3.02,2.49,2.13,100ml
잡채_소고기,요리,106,16.78,2.84,3.24,2.33,90ml
고등어조림_배추김치,요리,104,5.8,7.92,5.38,2.47,110ml
닭조림,요리,111,8.84,10.5,3.63,2.5,120ml
두부조림,요리,133,8.15,9.39,6.87,1.7,60ml
연근조림,요리,76,15.97,1.32,0.98,3.73,60ml
우엉조림,요리,104,16.51,3.69,2.98,4.62,40ml
장조림_돼지고기_메추리알,요리,117,4.53,12.37,5.06,1.49,100ml
고구마맛탕,요리,141,25.54,0.75,4.0,7.84,120ml
고구마튀김,요리,233,31.33,1.48,10.9,5.96,80ml
동태까스_소스,요리,273,19.42,11.6,15.64,2.61,90ml
가지나물,반찬,34,4.34,1.24,1.54,1.89,40ml
깻잎나물_깻잎,반찬,33,4.36,2.12,1.33,0.04,50ml
배추나물_된장,반찬,31,3.68,1.67,1.28,1.08,50ml
숙주나물_숙주,반찬,21,1.77,1.23,1.3,0.01,50ml
숙주나물_숙주_채소,반찬,19,1.89,1.12,0.97,0.22,60ml
숙주미나리나물,반찬,17,1.79,1.07,0.9,0.34,60ml
시금치나물_간장_소금,반찬,27,3.09,1.58,1.31,0.84,50ml
시금치나물_고추장,반찬,35,5.81,1.71,1.13,2.27,50ml
열무나물_된장,반찬,36,3.65,2.18,1.76,0.86,40ml
참나물,반찬,17,2.02,0.75,0.81,0.21,70ml
취나물_간장_소금,반찬,25,3.42,0.97,1.15,0.56,80ml
취나물_된장,반찬,29,4.7,1.36,0.91,1.08,80ml
콩나물무침_콩나물_고춧가루,반찬,23,2.07,1.98,1.24,0.24,80ml
갑오징어무침,반찬,50,5.89,5.31,0.74,3.06,100ml
골뱅이무침_채소,반찬,60,9.16,5.06,0.74,5.13,70ml
골뱅이무침_채소_소면,반찬,87,15.19,5.01,0.71,4.01,100ml
과일샐러드,반찬,65,7.84,0.53,3.8,5.92,110ml
김무침,반찬,86,8.54,7.12,6.46,1.51,20ml
느타리버섯무침,반찬,39,6.75,2.16,1.52,2.6,40ml
단무지무침,반찬,34,3.97,0.9,1.67,1.05,30ml
도라지생채_오이,반찬,40,8.9,1.11,0.42,3.96,50ml
도라지생채_오징어채,반찬,92,10.58,9.61,1.4,4.05,40ml
도토리묵무침_채소,반찬,62,11.13,1.44,1.62,1.54,50ml
무생채_식초,반찬,40,8.15,1.09,0.67,4.68,40ml
상추겉절이,반찬,29,4.02,1.16,1.2,1.98,50ml
오이생채_오이,반찬,26,5.27,1.1,0.47,2.84,50ml
오이생채_오이_달래,반찬,36,6.7,1.22,0.97,3.5,50ml
오이생채_오이_부추,반찬,23,4.32,1.04,0.54,2.14,60ml
오이지무침,반찬,23,3.21,0.59,1.02,1.53,50ml
오징어무침_채소,반찬,63,7.25,6.91,0.85,3.45,80ml
청포묵무침,반찬,57,6.86,2.17,2.7,0.62,60ml
기장밥,밥,121,26.3,2.23,0.16,0.01,280ml
돼지고기덮밥,밥,165,26.17,7.92,2.72,1.91,330ml
보리밥,밥,120,26.31,2.2,0.16,0.02,280ml
볶음밥_배추김치_돼지고기,밥,113,19.46,4.05,1.83,1.02,400ml
비빔밥_돼지고기_양념장,밥,90,16.24,3.3,1.25,1.41,600ml
비빔밥_소고기_양념장,밥,79,14.43,2.51,1.22,1.14,590ml
비빔밥_열무_양념장,밥,114,22.09,3.33,1.29,1.57,390ml
비빔밥_참치_양념장,밥,83,15.66,3.31,0.66,1.29,570ml
수수밥,밥,118,25.82,2.17,0.16,0.02,290ml
율무밥,밥,118,25.56,2.23,0.17,0.01,270ml
짜장밥,밥,140,26.91,4.03,1.38,1.91,350ml
차조밥,밥,119,25.81,2.18,0.19,0.03,290ml
콩나물밥_양념장,밥,112,21.33,3.55,1.2,0.36,350ml
현미밥_쌀,밥,118,25.73,2.12,0.17,0.02,290ml
흑미밥,밥,118,25.78,2.1,0.16,0.02,310ml
흑미밥_찹쌀,밥,121,26.51,2.19,0.16,0.02,270ml
떡국_소고기,면,99,17.72,3.44,1.8,0.16,210ml
떡만두국_고기만두,면,67,10.7,2.67,1.59,0.19,340ml
만두국_고기만두,면,59,7.09,3.02,2.15,0.28,250ml
우동,면,61,11.24,1.81,0.8,0.23,530ml
자장면,면,114,20.92,4.03,1.2,1.51,650ml
잔치국수,면,66,11.84,2.34,0.9,0.63,500ml
쫄면,면,113,23.35,3.23,0.71,3.91,220ml
닭죽_채소,죽 및 스프,115,14.34,6.99,2.96,0.65,240ml
김치국_김치_콩나물,국 및 찌개,12,1.65,1.09,0.31,0.45,210ml
달걀국,국 및 찌개,22,1.12,2.07,0.98,0.23,150ml
닭고기육개장,국 및 찌개,43,1.96,4.35,2.06,0.48,210ml
닭곰탕,국 및 찌개,59,4.06,5.18,2.36,0.35,200ml
된장국_근대,국 및 찌개,14,1.92,1.02,0.36,0.44,200ml
된장국_미역,국 및 찌개,16,1.72,1.35,0.61,0.32,180ml
된장국_시금치,국 및 찌개,15,2.2,1.18,0.33,0.64,190ml
된장국_시래기,국 및 찌개,17,2.39,1.14,0.5,0.46,190ml
된장국_아욱,국 및 찌개,16,2.46,1.18,0.33,0.42,190ml
된장국_얼갈이배추,국 및 찌개,14,1.76,1.02,0.42,0.46,200ml
된장국_유부,국 및 찌개,26,2.03,1.72,1.3,0.49,200ml
들깨국,국 및 찌개,15,1.68,0.68,0.77,0.41,190ml
미소된장국,국 및 찌개,26,2.35,1.99,1.18,0.47,150ml
미역국_들깨,국 및 찌개,17,1.29,0.75,1.21,0.04,180ml
미역국_소고기,국 및 찌개,23,0.67,1.84,1.54,0.0,200ml
북어국_무,국 및 찌개,18,1.07,2.23,0.48,0.31,210ml
북어국_콩나물,국 및 찌개,18,1.09,2.42,0.52,0.23,190ml
삼계탕,국 및 찌개,80,3.54,7.32,3.85,0.29,400ml
소고기육개장,국 및 찌개,32,2.09,2.59,1.68,0.55,220ml
어묵국(어묵탕)_고춧가루,국 및 찌개,30,4.31,1.93,0.69,0.94,230ml
오징어국,국 및 찌개,24,1.63,3.6,0.4,0.54,220ml
유부국,국 및 찌개,17,1.13,1.08,1.02,0.2,190ml
콩나물국_콩나물_소고기,국 및 찌개,31,1.75,2.51,1.66,0.42,220ml
콩나물국_콩나물만,국 및 찌개,7,1.01,0.85,0.23,0.14,180ml
감자탕,국 및 찌개,65,4.5,4.59,3.34,0.59,250ml
고추장찌개_두부,국 및 찌개,49,6.96,3.19,1.27,1.55,170ml
김치찌개_참치,국 및 찌개,36,2.28,4.61,0.98,0.85,190ml
꽃게탕,국 및 찌개,23,2.25,2.8,0.41,0.79,230ml
부대찌개,국 및 찌개,57,5.33,4.83,1.89,1.02,200ml
청국장찌개_배추김치,국 및 찌개,29,3.09,2.54,0.88,0.75,210ml
추어탕,국 및 찌개,26,2.36,2.65,0.77,0.51,180ml
김치찜_돼지고기,요리,77,2.63,7.11,4.05,1.24,300ml
달걀찜_당근,요리,69,2.3,6.12,3.6,0.62,120ml
닭찜_간장,요리,109,8.11,9.2,4.31,1.81,260ml
닭찜_매운양념,요리,114,8.71,9.11,4.73,2.34,250ml
돼지갈비찜_매운양념_채소,요리,130,7.41,10.22,6.6,2.81,220ml
돼지갈비찜_매운양념_채소_떡,요리,143,11.58,9.8,6.3,2.76,270ml
돼지갈비찜_채소,요리,137,5.92,10.75,7.64,2.24,220ml
돼지갈비찜_채소_떡,요리,143,10.12,10.28,6.66,2.07,250ml
돼지고기찜,요리,109,8.89,10.82,3.25,2.09,250ml
가자미구이,요리,127,1.65,14.41,6.46,0.01,100ml
갈치구이,요리,117,3.05,9.59,6.95,0.12,110ml
감자구이,요리,81,12.44,1.5,2.91,1.45,130ml
고등어구이,요리,176,3.9,12.28,11.84,0.0,90ml
닭구이,요리,110,3.31,10.59,5.71,1.22,230ml
닭날개구이,요리,121,3.77,11.12,6.51,1.49,160ml
닭다리구이,요리,88,2.18,8.72,4.72,0.93,330ml
돼지불고기_간장,요리,79,4.15,8.88,2.89,1.69,300ml
돼지불고기_고추장,요리,83,5.48,8.98,2.88,2.55,300ml
삼치구이,요리,77,2.15,8.96,3.31,0.0,140ml
소불고기_버섯,요리,86,4.38,8.68,3.76,1.86,270ml
오리불고기,요리,81,7.36,9.62,1.54,2.63,260ml
김치전_해물,요리,68,7.52,2.9,2.62,0.69,240ml
달걀말이_채소,요리,167,4.09,11.03,11.17,1.01,80ml
달걀부침(달걀후라이),요리,178,3.05,10.97,12.76,0.19,60ml
부추전_해물,요리,215,25.53,9.42,7.58,1.86,70ml
스크램블드에그,요리,88,2.77,6.24,5.46,0.7,140ml
햄전,요리,241,8.44,19.54,13.5,1.26,70ml
호박전,요리,126,12.12,3.5,6.98,1.94,60ml
감자볶음_감자_베이컨,요리,53,5.91,1.86,2.49,0.43,180ml
감자볶음_감자_햄,요리,47,5.29,2.57,1.75,0.44,180ml
고추잡채,요리,91,5.09,9.69,3.47,2.08,170ml
김치볶음_김치,요리,54,5.51,1.39,3.0,2.94,80ml
김치볶음_김치_참치,요리,57,4.28,5.95,1.75,2.21,150ml
느타리버섯볶음_느타리버섯_채소,요리,37,4.15,1.62,2.41,1.34,70ml
닭볶음(닭갈비)_매운양념,요리,131,12.54,11.24,3.98,3.59,220ml
닭볶음(닭갈비)_매운양념_치즈,요리,168,14.98,14.44,5.45,3.75,220ml
돼지고기볶음_돼지고기_배추김치,요리,94,4.14,9.13,4.38,2.11,200ml
돼지고기볶음_돼지고기_버섯,요리,99,5.66,11.07,3.63,2.73,200ml
돼지고기볶음_돼지고기_오징어,요리,94,5.65,9.21,3.88,2.42,260ml
돼지고기볶음_돼지고기_짜장,요리,112,6.37,12.01,4.09,2.3,210ml
돼지고기볶음_돼지고기_채소,요리,104,6.4,11.45,3.66,3.12,210ml
떡볶이_간장,요리,145,27.33,4.52,2.09,2.3,150ml
떡볶이_고추장_메추리알,요리,100,19.23,3.11,1.48,3.05,260ml
떡볶이_고추장_어묵,요리,161,34.59,3.94,1.25,4.84,150ml
미역줄기볶음_미역줄기_채소,요리,35,3.27,0.72,2.74,0.58,70ml
소시지볶음_채소,요리,134,7.71,6.8,8.34,2.5,170ml
